"","Phenotype","Chr","qtl_type","Pos_bp","Lod","Status","Gene","Gene_chr","Gene_start","Gene_end","mash_protein","abs_pos","is_mash","mouse_tau"
"3414","Irgm2","11","trans",53583234,8.44026460866685,"Significant_001","Irgm2","11",58214977,58222783,NA,1649420230,FALSE,0.0640437867652245
"3415","Wfs1","5","cis",36966257,8.43959972101538,"Significant_001","Wfs1","5",36966104,36988982,NA,759099248,FALSE,0.138068939249667
"3416","Dpy19l1","9","trans",25483218,8.43722992698204,"Significant_001","Dpy19l1","9",24411778,24503140,NA,1352030111,FALSE,0.0919324577861163
"3417","Cyp20a1","1","trans",58104481,8.43629282699298,"Significant_001","Cyp20a1","1",60343300,60388060,NA,58104481,FALSE,0.148344595071168
"3418","Elovl2","13","cis",41237420,8.4353787160955,"Significant_001","Elovl2","13",41182382,41220403,NA,1893285981,FALSE,-0.222252671964922
"3419","Deptor__1","15","trans",50846032,8.4295865838922,"Significant_001","Deptor","15",55112317,55259273,NA,2162218476,FALSE,-0.0590641707458139
"3420","Prep__1","10","cis",44441428,8.42821230264795,"Significant_001","Prep","10",45067216,45162751,NA,1502583431,FALSE,0.100069565950629
"3421","Mmachc","4","cis",115756489,8.42322569184812,"Significant_001","Mmachc","4",116702434,116708385,NA,674381364,FALSE,0.0385666565441846
"3422","Siae","9","trans",41157490,8.42223652145071,"Significant_001","Siae","9",37613821,37648258,NA,1367704383,FALSE,0.0945823257392559
"3423","Kif13b__1","14","trans",67828455,8.42061213818477,"Significant_001","Kif13b","14",64652492,64809618,NA,2047298655,FALSE,-0.0769792918326763
"3424","Rbpms2","9","trans",67255970,8.41809977132975,"Significant_001","Rbpms2","9",65629356,65660536,NA,1393802863,FALSE,-0.100856574685021
"3425","Helz2__1","2","cis",181654735,8.41326060372141,"Significant_001","Helz2","2",181227615,181242058,NA,384126706,FALSE,-0.00828055128440238
"3426","Gaa","11","cis",119390224,8.41302190249397,"Significant_001","Gaa","11",119267963,119285458,NA,1715227220,FALSE,-0.191320417957853
"3427","Igsf11","16","cis",39026901,8.4112356764646,"Significant_001","Igsf11","16",38892476,39027159,NA,2261443030,FALSE,0.0846713742531233
"3428","Abhd5","18","trans",60775235,8.41010338453539,"Significant_001","Abhd5","9",122351616,122381524,NA,2490386403,FALSE,0.130327241042506
"3429","Park7","4","cis",150901072,8.40918717545766,"Significant_001","Park7","4",150897133,150909921,NA,709525947,FALSE,0.0120370175179712
"3430","Msrb3","10","cis",120781319,8.40832516530166,"Significant_001","Msrb3","10",120781100,120899011,NA,1578923322,FALSE,0.0776800758959546
"3431","Sh2b1__1","7","trans",125462012,8.40720728139656,"Significant_001","Sh2b1","7",126466993,126476650,NA,1163166233,FALSE,-0.118100128369705
"3432","Mgam","6","trans",33972204,8.4028708709054,"Significant_001","Mgam","6",40628831,40769123,NA,914939879,FALSE,-0.139044229791561
"3433","Nagpa__1","16","cis",4480719,8.39929789331211,"Significant_001","Nagpa","16",5195280,5204032,NA,2226896848,FALSE,-0.152012300921158
"3434","Ube3b","5","cis",115345677,8.39647077209786,"Significant_001","Ube3b","5",114380517,114421169,NA,837478668,FALSE,-0.0158500790246105
"3435","Pabpc4","4","trans",121147148,8.39474714755821,"Significant_001","Pabpc4","4",123282303,123298925,NA,679772023,FALSE,0.156492004425224
"3436","Itga1","2","trans",113833858,8.38899029570307,"Significant_001","Itga1","13",114958079,115101964,NA,316305829,FALSE,-0.164871302991336
"3437","Ggt5","10","trans",84992178,8.38537970708598,"Significant_001","Ggt5","10",75589327,75617200,NA,1543134181,FALSE,0.015423965821335
"3438","Rab24","18","trans",61264256,8.38496431400367,"Significant_001","Rab24","13",55319223,55321980,NA,2490875424,FALSE,-0.0990562710716755
"3439","Lyve1","7","trans",109143611,8.38442627330698,"Significant_001","Lyve1","7",110850607,110862953,NA,1146847832,FALSE,0.0369418942390495
"3440","Tgm2","2","trans",129129955,8.3781482473615,"Significant_001","Tgm2","2",158116405,158146392,NA,331601926,FALSE,0.289935423122598
"3441","Pipox__2","11","trans",79027755,8.37004136806534,"Significant_001","Pipox","11",77880614,77893872,NA,1674864751,FALSE,-0.105157015269375
"3442","Mpp7","18","cis",6491731,8.36279430062158,"Significant_001","Mpp7","18",7347962,7626889,NA,2436102899,FALSE,-0.00812537911382584
"3443","Mpp7","18","trans",6241456,8.3627943006198,"Significant_001","Mpp7","18",7347962,7626889,NA,2435852624,FALSE,-0.00812537911382584
"3444","Xdh","17","cis",74078851,8.35513418122824,"Significant_001","Xdh","17",73883895,73950397,NA,2401702748,FALSE,0.136004946912045
"3445","Art4","6","cis",136560153,8.35336319343163,"Significant_001","Art4","6",136848451,136857600,NA,1017527828,FALSE,0.165173722298241
"3446","Isca2","12","trans",83568855,8.35221760822504,"Significant_001","Isca2","12",84773230,84775089,NA,1808488394,FALSE,-0.170102558790013
"3447","Isca2","12","cis",83876671,8.35221760822504,"Significant_001","Isca2","12",84773230,84775089,NA,1808796210,FALSE,-0.170102558790013
"3448","Numb","12","trans",80120752,8.34849377729654,"Significant_001","Numb","12",83794034,83921942,NA,1805040291,FALSE,-0.20184665978034
"3449","Ifitm2","7","cis",139979148,8.34727991752384,"Significant_001","Ifitm2","7",140954837,140959686,NA,1177683369,FALSE,-0.0857255709630549
"3450","Pipox__2","11","cis",77607537,8.34608563330004,"Significant_001","Pipox","11",77880614,77893872,NA,1673444533,FALSE,-0.105157015269375
"3451","Ddhd2","8","cis",25721695,8.33233129863239,"Significant_001","Ddhd2","8",25725324,25754474,NA,1215867375,FALSE,0.0271128101680091
"3452","Zfp830","11","trans",86583860,8.32349097386974,"Significant_001","Zfp830","11",82764345,82767622,NA,1682420856,FALSE,-0.0433212487127763
"3453","Mrpl12","11","cis",121296879,8.32155792254812,"Significant_001","Mrpl12","11",120484637,120488754,NA,1717133875,FALSE,-0.144971224993149
"3454","Clip1","5","trans",119671279,8.32150412723292,"Significant_001","Clip1","5",123577794,123684606,NA,841804270,FALSE,0.0141029154457491
"3455","Cyp27a1__1","1","cis",74435434,8.32082672366838,"Significant_001","Cyp27a1","1",74713148,74737897,NA,74435434,FALSE,-0.116006492822059
"3456","Ghitm","14","trans",34762925,8.32036131380445,"Significant_001","Ghitm","14",37120444,37135322,NA,2014233125,FALSE,0.154551481894229
"3457","Eepd1","9","cis",25251894,8.31987712853981,"Significant_001","Eepd1","9",25481513,25604110,NA,1351798787,FALSE,0.000808089325491353
"3458","Rpl18a__1","8","trans",65028682,8.31944355794663,"Significant_001","Rpl18a","8",70894722,70897443,NA,1255174362,FALSE,0.0333143608013435
"3459","Susd2","10","trans",69547404,8.31267079185492,"Significant_001","Susd2","10",75636619,75644008,NA,1527689407,FALSE,0.211626627544471
"3460","Zcchc6__1","13",NA,67826261,8.31106557659866,"Significant_001","Zcchc6",NA,NA,NA,NA,1919874822,FALSE,0.0477756462957888
"3461","Sdhaf3","6","cis",6561448,8.30964213942908,"Significant_001","Sdhaf3","6",6955971,7039661,NA,887529123,FALSE,-0.0026661400217241
"3462","Abhd11__1","5","cis",135889283,8.30890265199685,"Significant_001","Abhd11","5",135009152,135012175,NA,858022274,FALSE,-0.0453281557121626
"3463","Trappc8","18","cis",21027343,8.30546406719174,"Significant_001","Trappc8","18",20817211,20896425,NA,2450638511,FALSE,0.0101548589003399
"3464","Kif13b__1","14","cis",63665949,8.30421172916121,"Significant_001","Kif13b","14",64652492,64809618,NA,2043136149,FALSE,-0.0769792918326763
"3465","Plxnb1","9","cis",108796078,8.3004115753452,"Significant_001","Plxnb1","9",109093849,109119915,NA,1435342971,FALSE,-0.0497246206872046
"3466","Eps8l2","7","cis",141194376,8.29958651494317,"Significant_001","Eps8l2","7",141338911,141363020,NA,1178898597,FALSE,0.113586028862024
"3467","Ogfr__1","2","trans",181596762,8.29954183327918,"Significant_001","Ogfr","2",180589407,180595837,NA,384068733,FALSE,0.113614241983947
"3468","Ogfr__1","2","cis",181187205,8.29954183327918,"Significant_001","Ogfr","2",180589407,180595837,NA,383659176,FALSE,0.113614241983947
"3469","Numb","12","cis",83546813,8.29922261419122,"Significant_001","Numb","12",83794034,83921942,NA,1808466352,FALSE,-0.20184665978034
"3470","Hexb","13","cis",97899922,8.29871228257582,"Significant_001","Hexb","13",97176331,97198357,NA,1949948483,FALSE,-0.0841174230134436
"3471","Tor1aip1__1","1","trans",153741062,8.29822235255822,"Significant_001","Tor1aip1","1",156004599,156036480,NA,153741062,FALSE,-0.0157429220330376
"3472","Rexo4","2","cis",27023221,8.29754998608515,"Significant_001","Rexo4","2",26953559,26964386,NA,229495192,FALSE,-0.0902600642255342
"3473","2810459M11Rik__1","1","trans",87705992,8.29672706428464,"Significant_001","2810459M11Rik","1",86045863,86055456,NA,87705992,FALSE,-0.104628362651469
"3474","Ugt1a9__1","1","trans",90215640,8.29068898962951,"Significant_001","Ugt1a9","1",88070779,88220002,NA,90215640,FALSE,0.130566154408303
"3475","Tmem38b","4","cis",53542418,8.26129156386823,"Significant_001","Tmem38b","4",53825988,53862019,NA,612167293,FALSE,0.164877484518049
"3476","Tmem38b","4","trans",52487889,8.26129150994397,"Significant_001","Tmem38b","4",53825988,53862019,NA,611112764,FALSE,0.164877484518049
"3477","Paip1__1","13","cis",119368521,8.26071161789609,"Significant_001","Paip1","13",119428331,119460323,NA,1971417082,FALSE,0.0848387528435702
"3478","Rbpms2","9","cis",65660413,8.25890321395103,"Significant_001","Rbpms2","9",65629356,65660536,NA,1392207306,FALSE,-0.100856574685021
"3479","Cnpy4","5","trans",144223539,8.2541683390998,"Significant_001","Cnpy4","5",138187535,138193894,NA,866356530,FALSE,-0.0761472160701943
"3480","Nup210__1","6","cis",91761821,8.25227356804665,"Significant_001","Nup210","6",91013067,91118322,NA,972729496,FALSE,-0.180288241948971
"3481","unknow_46","15",NA,91147202,8.24227034757603,"Significant_001","unknow_46",NA,NA,NA,NA,2202519646,FALSE,-0.217390082284574
"3482","Sqle","2","trans",118479379,8.23474697399122,"Significant_001","Sqle","15",59315092,59331193,NA,320951350,FALSE,0.0678237175690084
"3483","Alox5ap","5","cis",149215401,8.23400138665327,"Significant_001","Alox5ap","5",149265004,149288153,NA,871348392,FALSE,0.0835621174221626
"3484","Ston1","17","cis",88549508,8.22921488150761,"Significant_001","Ston1","17",88597615,88647865,NA,2416173405,FALSE,0.146298053033383
"3485","Nubpl","12","cis",51372450,8.22915057212497,"Significant_001","Nubpl","12",52097746,52310970,NA,1776291989,FALSE,-0.0193168483110933
"3486","Rhot2","17","trans",23576003,8.22871743759256,"Significant_001","Rhot2","17",25838457,25844525,NA,2351199900,FALSE,-0.110567700318317
"3487","Pard3__1","8","cis",127108374,8.22245210995192,"Significant_001","Pard3","8",127063381,127612286,NA,1317254054,FALSE,-0.0892522112034307
"3488","Eepd1","9","trans",24453847,8.21918119534756,"Significant_001","Eepd1","9",25481513,25604110,NA,1351000740,FALSE,0.000808089325491353
"3489","Plxnb1","9","trans",110100824,8.21772221493692,"Significant_001","Plxnb1","9",109093849,109119915,NA,1436647717,FALSE,-0.0497246206872046
"3490","Keg1","19","trans",21858277,8.21138250570995,"Significant_001","Keg1","19",12695790,12719902,NA,2549172084,FALSE,-0.0984814947544462
"3491","Gatb","10","trans",45067327,8.20689034017222,"Significant_001","Gatb","3",85574102,85655624,NA,1503209330,FALSE,0.00588243592094683
"3492","Cyp27a1__1","1","trans",68033155,8.20646592735307,"Significant_001","Cyp27a1","1",74713148,74737897,NA,68033155,FALSE,-0.116006492822059
"3493","Nudt7__2","8","cis",114133688,8.19868284719101,"Significant_001","Nudt7","8",114133574,114154731,NA,1304279368,FALSE,0.00700475756655532
"3494","Idua","5","cis",107661782,8.18393159914916,"Significant_001","Idua","5",108660331,108685446,NA,829794773,FALSE,-0.0680878243512974
"3495","Park7","4","trans",149725837,8.1818002135703,"Significant_001","Park7","4",150897133,150909921,NA,708350712,FALSE,0.0120370175179712
"3496","Urad__1","5","cis",146735500,8.18091758734754,"Significant_001","Urad","5",147314984,147322440,NA,868868491,FALSE,-0.0744074597185038
"3497","unknow_1","12",NA,111655814,8.17953892856145,"Significant_001","unknow_1",NA,NA,NA,NA,1836575353,FALSE,-0.0211875843454791
"3498","Pld3","7","trans",31042842,8.1779831664331,"Significant_001","Pld3","7",27531367,27553229,NA,1068747063,FALSE,-0.0272961954605087
"3499","Gm4788","1","trans",125873471,8.177544734135,"Significant_001","Gm4788","1",139697919,139781239,NA,125873471,FALSE,-0.0370481755169846
"3500","Smpdl3a","10","cis",58507567,8.17697545833618,"Significant_001","Smpdl3a","10",57794544,57811830,NA,1516649570,FALSE,-0.0494999224139147
"3501","Nbas__1","12","trans",15865167,8.17626500039956,"Significant_001","Nbas","12",13269101,13637380,NA,1740784706,FALSE,0.0914669412743867
"3502","Nbas__1","12","cis",12937486,8.17626486247366,"Significant_001","Nbas","12",13269101,13637380,NA,1737857025,FALSE,0.0914669412743867
"3503","Pitpnc1","11","trans",105934018,8.17523081649101,"Significant_001","Pitpnc1","11",107207892,107470720,NA,1701771014,FALSE,-0.094838409344186
"3504","Tes","6","cis",17540470,8.17194860676357,"Significant_001","Tes","6",17065149,17105825,NA,898508145,FALSE,0.173814252533073
"3505","2810459M11Rik__1","1","cis",86055438,8.17114322047922,"Significant_001","2810459M11Rik","1",86045863,86055456,NA,86055438,FALSE,-0.104628362651469
"3506","Myo1d","11","trans",72243409,8.16750682679747,"Significant_001","Myo1d","11",80482126,80780055,NA,1668080405,FALSE,0.0283393413017968
"3507","2810459M11Rik__2","1","cis",85793508,8.16397867229565,"Significant_001","2810459M11Rik","1",86045863,86055456,NA,85793508,FALSE,-0.104628362651469
"3508","Cyp2a22","7","trans",24888724,8.15848395517371,"Significant_001","Cyp2a22","7",26931631,26939413,NA,1062592945,FALSE,0.107759714055114
"3509","Pla2g12b__1","10","trans",67229967,8.15062100107343,"Significant_001","Pla2g12b","10",59403420,59421976,NA,1525371970,FALSE,-0.0202993412236031
"3510","Wash1","10",NA,85900933,8.14975261025879,"Significant_001","Wash1",NA,NA,NA,NA,1544042936,FALSE,-0.0729309201709715
"3511","Als2__1","1","trans",56794824,8.14961586064544,"Significant_001","Als2","1",59162756,59237231,NA,56794824,FALSE,-0.0849467345993516
"3512","Bckdhb__1","9","trans",90076043,8.14500867068069,"Significant_001","Bckdhb","9",83925111,84124240,NA,1416622936,FALSE,-0.0531413278960112
"3513","Cyp2a22","7","cis",26307594,8.1394519310556,"Significant_001","Cyp2a22","7",26931631,26939413,NA,1064011815,FALSE,0.107759714055114
"3514","Pigr","1","cis",131797434,8.13919309232271,"Significant_001","Pigr","1",130826684,130852249,NA,131797434,FALSE,-0.0196962989508893
"3515","Igkv12-46","6","trans",73274525,8.13341035750176,"Significant_001","Igkv12-46","6",69764523,69764992,NA,954242200,FALSE,-0.00535584816521271
"3516","Ifitm2","7","trans",137437623,8.13219690815669,"Significant_001","Ifitm2","7",140954837,140959686,NA,1175141844,FALSE,-0.0857255709630549
"3517","Oxnad1__1","14","cis",31667997,8.13166844791354,"Significant_001","Oxnad1","14",32085728,32103203,NA,2011138197,FALSE,-0.117313489470245
"3518","Stx8","12","trans",81359307,8.13058468993696,"Significant_001","Stx8","11",67966411,68207148,NA,1806278846,FALSE,-0.0267319330220486
"3519","Them4","2","trans",112630897,8.12771719263986,"Significant_001","Them4","3",94310132,94332540,NA,315102868,FALSE,-0.0864873252549761
"3520","Oxnad1__1","14","trans",28522607,8.12671501573975,"Significant_001","Oxnad1","14",32085728,32103203,NA,2007992807,FALSE,-0.117313489470245
"3521","Spry4","2","trans",76652320,8.12048403621006,"Significant_001","Spry4","18",38586247,38601347,NA,279124291,FALSE,-0.236840422129837
"3522","Man2b2__1","5","cis",35935648,8.1197710967312,"Significant_001","Man2b2","5",36806813,36830649,NA,758068639,FALSE,0.00664419021286801
"3523","Nav2__1","7","cis",48909204,8.11811043460218,"Significant_001","Nav2","7",48959063,49610090,NA,1086613425,FALSE,0.143703202335124
"3524","Nav2__1","7","trans",46990614,8.11811040452118,"Significant_001","Nav2","7",48959063,49610090,NA,1084694835,FALSE,0.143703202335124
"3525","Decr1","4","cis",16122894,8.11382555403046,"Significant_001","Decr1","4",15917240,15945377,NA,574747769,FALSE,0.00634525792103211
"3526","Decr1","4","trans",19890835,8.11343163588677,"Significant_001","Decr1","4",15917240,15945377,NA,578515710,FALSE,0.00634525792103211
"3527","Lhpp","7","trans",131361903,8.11203623870978,"Significant_001","Lhpp","7",132610615,132706420,NA,1169066124,FALSE,0.0304052392295747
"3528","Nup210__1","6","trans",92091711,8.11182864686768,"Significant_001","Nup210","6",91013067,91118322,NA,973059386,FALSE,-0.180288241948971
"3529","Cyp2c54","2","trans",118479379,8.10905869900824,"Significant_001","Cyp2c54","19",40037939,40073845,NA,320951350,FALSE,-0.0573743421098861
"3530","Als2__1","1","cis",58201962,8.10548402188407,"Significant_001","Als2","1",59162756,59237231,NA,58201962,FALSE,-0.0849467345993516
"3531","Slc25a45__1","19","trans",8873492,8.10152527983506,"Significant_001","Slc25a45","19",5877801,5885768,NA,2536187299,FALSE,-0.131176910381018
"3532","Slc25a45__1","19","cis",6829911,8.10099106956354,"Significant_001","Slc25a45","19",5877801,5885768,NA,2534143718,FALSE,-0.131176910381018
"3533","Cd2ap__1","17","trans",43836338,8.0988952101818,"Significant_001","Cd2ap","17",42748887,42876707,NA,2371460235,FALSE,0.0236032351680474
"3534","Ttc33","15","cis",5143967,8.09747626637828,"Significant_001","Ttc33","15",5185490,5218336,NA,2116516411,FALSE,-0.0406833218129752
"3535","Vcpkmt","12","trans",65105877,8.09638813676573,"Significant_001","Vcpkmt","12",69576735,69583017,NA,1790025416,FALSE,0.0548340947897919
"3536","Dph2","4","trans",123917527,8.09612151317832,"Significant_001","Dph2","4",117888643,117892003,NA,682542402,FALSE,0.122042733573924
"3537","Igkv12-46","6","cis",70726727,8.09366276315471,"Significant_001","Igkv12-46","6",69764523,69764992,NA,951694402,FALSE,-0.00535584816521271
"3538","Nudt12","2","trans",114644766,8.09103359665503,"Significant_001","Nudt12","17",59000107,59013367,NA,317116737,FALSE,-4.91880458994737e-05
"3539","Nnmt","2","trans",130681496,8.09041765433106,"Significant_001","Nnmt","9",48538002,48607655,NA,333153467,FALSE,-0.173567126070335
"3540","Sdf2","16","trans",17680633,8.08816303097601,"Significant_001","Sdf2","11",78245746,78255496,NA,2240096762,FALSE,0.0575570405660841
"3541","Vps13c__2","18","trans",60812485,8.08526735777629,"Significant_001","Vps13c","9",67840316,67997744,NA,2490423653,FALSE,0.0473840225285312
"3542","Nudt12__1","17","trans",64710710,8.08429020554069,"Significant_001","Nudt12","17",59000107,59013367,NA,2392334607,FALSE,-4.91880458994737e-05
"3543","AU040320","4","trans",128727643,8.0748747543759,"Significant_001","AU040320","4",126753547,126869694,NA,687352518,FALSE,0.028310502283105
"3544","Zfp830","11","cis",83441621,8.07454582199472,"Significant_001","Zfp830","11",82764345,82767622,NA,1679278617,FALSE,-0.0433212487127763
"3545","Rpl18a__1","8","cis",69900092,8.07230208360889,"Significant_001","Rpl18a","8",70894722,70897443,NA,1260045772,FALSE,0.0333143608013435
"3546","Abhd5","2","trans",118746516,8.07172712766193,"Significant_001","Abhd5","9",122351616,122381524,NA,321218487,FALSE,0.130327241042506
"3547","Glb1l","9","trans",114746570,8.07146433225855,"Significant_001","Glb1l","1",75196971,75210827,NA,1441293463,FALSE,-0.102378727231685
"3548","Pfn2","3","trans",41039516,8.0698225749455,"Significant_001","Pfn2","3",57841895,57847757,NA,432624711,FALSE,-0.00811127255286434
"3549","Psmb9","17","cis",34703952,8.06725559267484,"Significant_001","Psmb9","17",34182030,34187330,NA,2362327849,FALSE,0.0333093697579679
"3550","Psmb9","17","trans",35664138,8.06725556771512,"Significant_001","Psmb9","17",34182030,34187330,NA,2363288035,FALSE,0.0333093697579679
"3551","H13","2","cis",152538972,8.06619499225315,"Significant_001","H13","2",152669422,152708668,NA,355010943,FALSE,-0.0452205328917658
"3552","Setd6","8","trans",105058153,8.06610446120093,"Significant_001","Setd6","8",95715634,95721507,NA,1295203833,FALSE,-0.0723807642934729
"3553","Ccdc28b","4","trans",137619448,8.06554933402368,"Significant_001","Ccdc28b","4",129619274,129623908,NA,696244323,FALSE,-0.099792531120332
"3554","Pah","10","cis",88379393,8.06243304676757,"Significant_001","Pah","10",87521795,87584137,NA,1546521396,FALSE,-0.135217938177653
"3555","Tes","6","trans",18853835,8.06147317873329,"Significant_001","Tes","6",17065149,17105825,NA,899821510,FALSE,0.173814252533073
"3556","Adap2","11","cis",80592850,8.06079969298432,"Significant_001","Adap2","11",80154044,80178827,NA,1676429846,FALSE,0.0467914627093061
"3557","H13","2","trans",154504596,8.05863789488389,"Significant_001","H13","2",152669422,152708668,NA,356976567,FALSE,-0.0452205328917658
"3558","Top2b__1","14","trans",13949131,8.05432697334217,"Significant_001","Top2b","14",16365206,16430787,NA,1993419331,FALSE,-0.174286560679372
"3559","Top2b__1","14","cis",16249645,8.054326971741,"Significant_001","Top2b","14",16365206,16430787,NA,1995719845,FALSE,-0.174286560679372
"3560","Fbxo21","5","cis",117990823,8.04794698598533,"Significant_001","Fbxo21","5",117976770,118010198,NA,840123814,FALSE,-0.168671593057226
"3561","Ttpa","4","cis",19519378,8.04687507483015,"Significant_001","Ttpa","4",20007894,20030822,NA,578144253,FALSE,0.086634202556373
"3562","Prodh","16","cis",17680633,8.04637102275128,"Significant_001","Prodh","16",18071726,18089283,NA,2240096762,FALSE,-0.136581149735439
"3563","Ugt1a9__1","1","cis",88699911,8.04186020556518,"Significant_001","Ugt1a9","1",88070779,88220002,NA,88699911,FALSE,0.130566154408303
"3564","Dnajc24","2","trans",104705040,8.0397426804875,"Significant_001","Dnajc24","2",105966708,106003549,NA,307177011,FALSE,0.144938350566748
"3565","Dnajc24","2","cis",104988185,8.0397426804875,"Significant_001","Dnajc24","2",105966708,106003549,NA,307460156,FALSE,0.144938350566748
"3566","Cnpy4","5","cis",137735116,8.03782991636796,"Significant_001","Cnpy4","5",138187535,138193894,NA,859868107,FALSE,-0.0761472160701943
"3567","Trap1__1","16","trans",14474458,8.03780233428691,"Significant_001","Trap1","16",4039971,4077840,NA,2236890587,FALSE,-0.168581487024896
"3568","Nit1","1","trans",169949590,8.03600846854124,"Significant_001","Nit1","1",171340571,171345656,NA,169949590,FALSE,-0.0352678289099226
"3569","Slc22a26","19","trans",8786221,8.02607620717463,"Significant_001","Slc22a26","19",7780094,7802667,NA,2536100028,FALSE,-0.155019640084041
"3570","Slc22a26","19","cis",6909719,8.02607620717463,"Significant_001","Slc22a26","19",7780094,7802667,NA,2534223526,FALSE,-0.155019640084041
"3571","C8a__1","4","trans",106315753,8.0250342161828,"Significant_001","C8a","4",104815679,104876487,NA,664940628,FALSE,0.154960572162113
"3572","Tstd3__1","4","trans",20065934,8.0211367472532,"Significant_001","Tstd3","4",21757382,21767211,NA,578690809,FALSE,-0.0870698681057683
"3573","Dpp8","9","trans",30466457,8.0199011280935,"Significant_001","Dpp8","9",65032406,65084503,NA,1357013350,FALSE,-0.0250250391457067
"3574","Pex19","1","cis",172274405,8.01958749895655,"Significant_001","Pex19","1",172126755,172136497,NA,172274405,FALSE,0.0785533093014595
"3575","Tinf2","14","trans",54360907,8.01707886414561,"Significant_001","Tinf2","14",55676208,55682159,NA,2033831107,FALSE,0.0438007605276748
"3576","Tinf2","14","cis",54686945,8.01707886414561,"Significant_001","Tinf2","14",55676208,55682159,NA,2034157145,FALSE,0.0438007605276748
"3577","Pah","10","trans",88675736,8.01664332000555,"Significant_001","Pah","10",87521795,87584137,NA,1546817739,FALSE,-0.135217938177653
"3578","Dsp","11","trans",51876066,8.00964931928106,"Significant_001","Dsp","13",38151294,38198577,NA,1647713062,FALSE,0.0027475037066706
"3579","Tspo__1","15","trans",85336434,8.00449832969394,"Significant_005","Tspo","15",83563573,83574203,NA,2196708878,FALSE,0.0354460177622428
"3580","Tspo__1","15","cis",84331036,8.00449824802294,"Significant_005","Tspo","15",83563573,83574203,NA,2195703480,FALSE,0.0354460177622428
"3581","Nudt12__1","17","cis",59001108,7.99876168270163,"Significant_001","Nudt12","17",59000107,59013367,NA,2386625005,FALSE,-4.91880458994737e-05
"3582","Tmem56__3","3",NA,121497862,7.99307109463888,"Significant_001","Tmem56",NA,NA,NA,NA,513083057,FALSE,0.179795213345367
"3583","Pf4","5","cis",91517763,7.99275075006254,"Significant_001","Pf4","5",90772435,90773383,NA,813650754,FALSE,0.0393715173106787
"3584","Pitpnc1","11","cis",106612889,7.9926117298122,"Significant_001","Pitpnc1","11",107207892,107470720,NA,1702449885,FALSE,-0.094838409344186
"3585","Ndrg1","15","trans",63929261,7.98688737436461,"Significant_001","Ndrg1","15",66929318,66969641,NA,2175301705,FALSE,-0.0057272637503703
"3586","Olfml3","6","trans",5485917,7.98565709597163,"Significant_001","Olfml3","3",103735394,103738001,NA,886453592,FALSE,0.0598216147955068
"3587","Baiap2","11","trans",121327368,7.98460020929097,"Significant_001","Baiap2","11",119939916,120006782,NA,1717164364,FALSE,-0.156804463463822
"3588","Tnfaip2","12","cis",110696343,7.97641752616259,"Significant_001","Tnfaip2","12",111442450,111455018,"Tnfaip2",1835615882,TRUE,0.183066361556064
"3589","Tnfaip2","12","trans",110277733,7.9764174974312,"Significant_001","Tnfaip2","12",111442450,111455018,"Tnfaip2",1835197272,TRUE,0.183066361556064
"3590","Ppp1r14a","7","trans",30415689,7.9689410297879,"Significant_001","Ppp1r14a","7",29289320,29293390,NA,1068119910,FALSE,0.0204121937112951
"3591","Adssl1","12","trans",95784635,7.96307138542353,"Significant_001","Adssl1","12",112620047,112641355,NA,1820704174,FALSE,-0.0809283892320341
"3592","Adck1","12","cis",88441211,7.96095046503067,"Significant_001","Adck1","12",88360494,88461726,NA,1813360750,FALSE,0.0324591967724189
"3593","Pagr1a","7","cis",127135315,7.9574456560224,"Significant_001","Pagr1a","7",127015051,127017352,NA,1164839536,FALSE,0.0633035672541961
"3594","Siae","9","cis",37545266,7.9556870648169,"Significant_001","Siae","9",37613821,37648258,NA,1364092159,FALSE,0.0945823257392559
"3595","Acot4","12","cis",84374651,7.9529043816147,"Significant_001","Acot4","12",84037254,84044723,NA,1809294190,FALSE,-0.0574586644742852
"3596","Grsf1","5","trans",76646313,7.95198739164157,"Significant_001","Grsf1","5",88659233,88676171,NA,798779304,FALSE,-0.105136198846083
"3597","Glt28d2","3","cis",86354234,7.94858503464808,"Significant_001","Glt28d2","3",85869846,85887518,NA,477939429,FALSE,0.0427083333333333
"3598","Rab3d","9","trans",37271613,7.94793761836376,"Significant_001","Rab3d","9",21907491,21918199,NA,1363818506,FALSE,0.138767216075864
"3599","Arfgef1","1","trans",11285085,7.94469751629976,"Significant_001","Arfgef1","1",10137507,10232670,NA,11285085,FALSE,0.0972166592884598
"3600","Tm7sf3","6","trans",143208179,7.94370051989676,"Significant_001","Tm7sf3","6",146602276,146634605,NA,1024175854,FALSE,0.0299200157993483
"3601","Rabgap1l__1","1","cis",159306675,7.94329444278629,"Significant_001","Rabgap1l","1",160219174,160793476,NA,159306675,FALSE,0.0761754291921173
"3602","Ccdc93__1","1","cis",121553966,7.94289091329034,"Significant_001","Ccdc93","1",121431067,121506460,NA,121553966,FALSE,-0.0749836625418977
"3603","Gimap4","6","trans",16835235,7.94198936157405,"Significant_001","Gimap4","6",48684578,48692062,NA,897802910,FALSE,-0.0370526522897035
"3604","Phldb2__2","16","cis",45158857,7.93605979251591,"Significant_001","Phldb2","16",45746230,45953598,NA,2267574986,FALSE,0.0518133984116012
"3605","Rptor","11","trans",121296879,7.93472210367117,"Significant_001","Rptor","11",119602905,119899591,NA,1717133875,FALSE,0.0095290155349643
